Artista,Oients Mensuals,Municipi,Spotify_id,Comarca,Població,Província,Comunitat Autònoma
Gemma P,1200,Roses,58nSQDmYt53H26l2SOnUAy,Alt Empordà,19807.0,Girona,Catalunya
Monrra Straps,1200,Barcelona,13FzwBhhVR3ixmoggvmVBm,Barcelonès,1664182.0,Barcelona,Catalunya
La Màlaga,1100,Barcelona,5evWUP7FMe0wmP3muvzlv3,Barcelonès,1664182.0,Barcelona,Catalunya
Aina Reig,1100,Girona,2Ij9EybzTRRk2u4IZ5kwdM,Gironès,103369.0,Girona,Catalunya
La Corda Fluixa,1100,Puigcerdà,35Fnbkj9TPL8Ba1y1GdemP,Cerdanya,9486.0,Girona,Catalunya
Lírica de Trobadors,1100,Barcelona,6Mz0zKCOOlpV3SjIxxblt1,Barcelonès,1664182.0,Barcelona,Catalunya
La Taverna,1100,Sant Feliu de Guíxols,70Uzhy40Fd3uSkL0smlyUc,Baix Empordà,22097.0,Girona,Catalunya
Flora,1100,Barcelona,6n92XxHJeRHPuEWKVthTtO,Barcelonès,1664182.0,Barcelona,Catalunya
Rock per Xics,1100,Girona,24m3gx8wCudeXrCf2GCqDY,Gironès,103369.0,Girona,Catalunya
Quiròfan,1100,Barcelona,1DAVkonxQP6dz9SvEiXic5,Barcelonès,1664182.0,Barcelona,Catalunya
Rumbamazigha,1100,Barcelona,6WCNii7WI9xxDQGvlUTP3d,Barcelonès,1664182.0,Barcelona,Catalunya
Bikimel,1100,Sabadell,6lJ0HbiwsJ1yvibFhhm4nl,Vallès Occidental,216520.0,Barcelona,Catalunya
Èxta6,1100,Viladecavalls,499Yl6lIzjneJc551Zt3XD,Vallès Occidental,7545.0,Barcelona,Catalunya
Es Revetlers,1100,Santanyí,0hWH7RE3ixTIMt0NUQpvAS,Mallorca,12887.0,Illes Balears,Illes Balears
Asra3,1100,Barcelona,0vQRVXVpnvYeeKzCzjvGwe,Barcelonès,1664182.0,Barcelona,Catalunya
Èric Vinaixa,1000,Miravet,0mE1vmZ0qdIZOA1A5EMpxj,Ribera d'Ebre,706.0,Tarragona,Catalunya
Menaix a Truà,1000,-,2mMDS4lmc2DKs1JdjKPd89,,,,
Milenrama,1000,Sarrià de Ter,0XbLXFHqeQdZ4o8gYRH9b1,Gironès,5229.0,Girona,Catalunya
Gracià Pedro,1000,Barcelona,28ms2rE5Uz5Fr28V5FA7WP,Barcelonès,1664182.0,Barcelona,Catalunya
Sva-ters,1000,Alcàsser,5I3Chv3ynUi3B27e0G6qab,Horta Sud,10039.0,València,Comunitat Valenciana
Senior i el Cor Brutal,1000,València,4OK4JDuo3ztbXvCZGAlfJZ,València,794288.0,València,Comunitat Valenciana
97 onzas,985,-,0XyVpPgy567dadk35AVCwG,Osona,,Barcelona,Catalunya
David Busquets,973,Girona,2EYjMJ1kqrfsxeNFQlBK3H,Gironès,103369.0,Girona,Catalunya
Angeladorrrm,962,Barcelona,1cORevGNvcNMDVcongo9Hp,Barcelonès,1664182.0,Barcelona,Catalunya
Estanislau Verdet,953,Barcelona,0mA9r2QDXnN9AP6PRXPvvs,Barcelonès,1664182.0,Barcelona,Catalunya
Landry el Rumbero,950,Barcelona,50aCv8eQWGZBLgbAchdq6V,Barcelonès,1664182.0,Barcelona,Catalunya
Xisk,944,Marratxí,3UjMyaNPvFjt1DiMZoRpzH,Mallorca,40079.0,Illes Balears,Illes Balears
Bigwé,906,Barcelona,6XwmV0YVjr4AeEBP7aiwiQ,Barcelonès,1664182.0,Barcelona,Catalunya
Ses Bísties de Mongofre,888,Maó,0XmR8R2xpIWBLFZXz4jRng,Menorca,28972.0,Illes Balears,Illes Balears
Família Fracàs,877,Terrassa,2DYjsvLsl7lylk3y0XskTp,Vallès Occidental,223627.0,Barcelona,Catalunya
Sebastià Saurina,871,Ciutadella de Menorca,34pomq76ReUvV4XTlGwxR9,Menorca,29580.0,Illes Balears,Illes Balears
Miquel del Roig,851,l'Ametlla de Mar,7n5HdZ8jxFbSVXHJuhoP8D,Baix Ebre,6866.0,Tarragona,Catalunya
Cheb Balowski,829,Barcelona,1VoQDa1ZCseF4oY3ONTUSX,Barcelonès,1664182.0,Barcelona,Catalunya
Agudinine,813,Molins de Rei,6teh3DWFlXWahfhX4zw08Z,Baix Llobregat,25940.0,Barcelona,Catalunya
Fora des Sembrat,810,Palma,2x0jjhozNdKz4ug7dVarGc,Mallorca,407648.0,Illes Balears,Illes Balears
Els Amics de Manel,801,Sitges,6zHc1IpoU4ojslxTvp1JbT,Garraf,29553.0,Barcelona,Catalunya
poggioli,800,Cardedeu,2ilpUqiDjCtD4lAgpITEwA,Vallès Oriental,18424.0,Barcelona,Catalunya
Joan- Pau,792,Sant Cugat del Vallès,1vhPisBnq4ky9C1O5gHjCM,Vallès Occidental,92977.0,Barcelona,Catalunya
Les Salvatges,789,Barcelona,5Ss6Q9uXMubmeDdzDUeXeg,Barcelonès,1664182.0,Barcelona,Catalunya
Selva Nua,788,Lleida,5WZaYOPfY5HCLsZTfkIep7,Segrià,140403.0,Lleida,Catalunya
La Cosina,782,Reus,2X2BpGXqfZ2lRz9b4ZNw8T,Baix Camp,106168.0,Tarragona,Catalunya
Ánimos Parrec,779,Vilafranca de Bonany,6ybuwwdE668XsN3AfQdv38,Pla de Mallorca,2971.0,Illes Balears,Illes Balears
Arribar i ploure,775,-,4AeVkMA96Fh3Ii2p59Ki2y,,,,Catalunya
Lia Sampai,765,Cerdanyola del Vallès,5SjfOkWUCSIeCgt0ZTr8K3,Vallès Occidental,57855.0,Barcelona,Catalunya
Oriol Canals,759,Barcelona,4FjfwWgXFye28KyEecB70U,Barcelonès,1664182.0,Barcelona,Catalunya
Amadeu Casas,742,Barcelona,2O5AiJQgpG7cXIosK7pfZR,Barcelonès,1664182.0,Barcelona,Catalunya
Dos Sipiots,729,Ciutadella de Menorca,7F4Hm9Emz3R9og1siulrk0,Menorca,29580.0,Illes Balears,Illes Balears
Juanjo Monserrat,729,Palma,67cT4HCzYZlGaddip7Mpge,Mallorca,407648.0,Illes Balears,Illes Balears
Foss,715,Vilanova i la Geltrú,42ah56Daxm04RxdlNoMIPc,Garraf,67733.0,Barcelona,Catalunya
Biel Martí,710,Barcelona,1y7zRDvyYJ8WKpYSmAac58,Barcelonès,1664182.0,Barcelona,Catalunya
La Folie,689,la Palma de Cervelló,3V04RiVWK0b5fTZvRNKXQR,Baix Llobregat,2992.0,Barcelona,Catalunya
Pere Espinosa,686,Sant Celoni,6qqUkBEQTbbBk9pvLiNwTr,Vallès Oriental,18136.0,Barcelona,Catalunya
Quartet Mèlt,685,Sabadell,5GNUlZrm97WN2U3Xucskc7,Vallès Occidental,216520.0,Barcelona,Catalunya
Tramma,679,Girona,6zC3OLq7DRieg3Y9bRp8vO,Gironès,103369.0,Girona,Catalunya
Zulabard,677,Barcelona,0aaHiNXPsNk32tyIYQ2DYt,Barcelonès,1664182.0,Barcelona,Catalunya
Shala Beatz,675,-,0psruqDBzvx9TWERVtZX8E,,,,Catalunya
Fescat goes punk,658,Reus,6dkzuNvAOOrtMyJQN1l0CN,Baix Camp,106168.0,Tarragona,Catalunya
Guiem Soldevila,655,Ciutadella de Menorca,4EqapKKb6Zk8F8Cafr3uEv,Menorca,29580.0,Illes Balears,Illes Balears
Orquestra de Músiques d'Arrel de Catalunya,653,-,3Rjp6wLc028FxJ9QSjIJ3x,,,,Catalunya
Faixa,649,Alcoi,4GUWQDiabQN2NV96h1G3rV,Alcoià,58994.0,Alacant,Comunitat Valenciana
Roger Argemí,627,Igualada,6OcEObmdZEVMloq23Jr37w,Anoia,40742.0,Barcelona,Catalunya
Vidres a la Sang,620,Terrassa,4HYoaDFfg2c6I5pLS64Q6L,Vallès Occidental,223627.0,Barcelona,Catalunya
El Senyor Peix,611,Malgrat de Mar,7vSO106dGb0NC2K8IdBOFZ,Maresme,18772.0,Barcelona,Catalunya
Mònica Green,609,Rochester,0P7w6Rcj1BBB4krxxFYeL5,,211308.0,,
Pau Roget,606,Cardedeu,4UeHkOvxioupNQ6PFa7uFb,Vallès Oriental,18424.0,Barcelona,Catalunya
Terratombats,606,la Llacuna,3a3uwww774B6juMIxu3kTU,Anoia,903.0,Barcelona,Catalunya
Sicus Carbonell,604,Barcelona,7twzzGIAN8297a16rzAjGn,Barcelonès,1664182.0,Barcelona,Catalunya
Ernest Crusats,603,Vic,2uLvqEVOpkhIVXkht59QTP,Osona,47630.0,Barcelona,Catalunya
Vaire,581,València,4AOHXIZ1fYqgy2EfjpzlnR,València,794288.0,València,Comunitat Valenciana
Aiguadvalencia,562,Mollet del Vallès,42lxIqyGclxJwY1YULvj6j,Vallès Oriental,51600.0,Barcelona,Catalunya
Maria Jacobs,559,Valls,05gvuVmvAnjNPvl5xM8Gp8,Alt Camp,24477.0,Tarragona,Catalunya
Emma,550,Jaca,2ihqk3K7hNsTbKk250FHIT,,13883.0,,
Mark Boske,547,Tremp,0F2yot6y8JDotpwgj3wfrf,Pallars Jussà,5911.0,Lleida,Catalunya
Xana Blue,536,Barcelona,5tYM5HcgkJ6lVLJCxRoKG0,Barcelonès,1664182.0,Barcelona,Catalunya
Geri,507,les Planes d'Hostoles,5uv1M0w170L44ARoI3JNrN,Garrotxa,1712.0,Girona,Catalunya
ATALAYA 00,497,Terrassa,0g0OcMPE7ZkdThT0pf1hTU,Vallès Occidental,223627.0,Barcelona,Catalunya
PEGI 21,492,Vic,41STjJRWnwuiUCcrVwGYKt,Osona,47630.0,Barcelona,Catalunya
IZZKID,488,Teià,1I8wzpYHQW1GMiPgycZyIW,Maresme,6427.0,Barcelona,Catalunya
Marc Andurell,472,Barcelona,2sbHCdXlLZpQinFykDef6I,Barcelonès,1664182.0,Barcelona,Catalunya
Maus Kids,416,Barcelona,3QlYsTnpYfVRrixcBfqBJa,Barcelonès,1664182.0,Barcelona,Catalunya
Núria Llausí,387,Badalona,7u4nIVVaVnWU2qOzWmLxUh,Barcelonès,223166.0,Barcelona,Catalunya
Forja,368,Terrassa,6nPEuIHx4IrY20ybCx9kMe,Vallès Occidental,223627.0,Barcelona,Catalunya
Cap Pela,357,Palma,1SkWmTT5gIo7M7SQFsMlJ6,Mallorca,407648.0,Illes Balears,Illes Balears
Albert Fibla,343,Badalona,1LA6itNi4LV5FtqE6cUJxN,Barcelonès,223166.0,Barcelona,Catalunya
III,343,Barcelona,54fAG94XbeJFUsfqu9x9jH,Barcelonès,1664182.0,Barcelona,Catalunya
Christian Penalba,330,l'Alcúdia,1k5uDoPRci4XJxmfpa8a7m,Ribera Alta,12009.0,València,Comunitat Valenciana
Carraixet,329,Tavernes Blanques,4FLhbzgybpq3OAjbjnYkel,Horta Nord,9120.0,València,Comunitat Valenciana
Santi Arisa,322,Manresa,2vGfnkJiXR5ytB22CLn1D6,Bages,78245.0,Barcelona,Catalunya
Pele MacLeod,298,Mollet del Vallès,1J2zwKOEgC3ZntN5Baumkg,Vallès Oriental,51600.0,Barcelona,Catalunya
Copa Lotus,239,Vilanova i la Geltrú,0Kf4iUs9xRg1tZdkOKjGt7,Garraf,67733.0,Barcelona,Catalunya
Orfeó Català,186,Barcelona,7EYQLR4McoszwQdzsWopfs,Barcelonès,1664182.0,Barcelona,Catalunya
Cor Madrigal,165,Barcelona,1WW6PstKyPlGPQBJkNhJBN,Barcelonès,1664182.0,Barcelona,Catalunya
Col·lectiu Desembre,154,Torelló,7aj8XIX6HZyUPA7Bd3vN4V,Osona,14400.0,Barcelona,Catalunya
Vic Moliner,152,Banyoles,575ikWoIgLK88O2FAQ6kPf,Pla de l'Estany,20053.0,Girona,Catalunya
La cosa pública,140,Barcelona,26BShIBmfWtXqb7VpMNdje,Barcelonès,1664182.0,Barcelona,Catalunya
Narcís Perich,126,Alella,7GpL0Ga2GEICk6pEmiIQk4,Maresme,9904.0,Barcelona,Catalunya
Els de la Torre,111,el Masnou,77Fg8ZCQAzN5QpuMYBCPUz,Maresme,23831.0,Barcelona,Catalunya
De Paper,101,Marratxí,1bRK3FFOYIpQfwkamUYVgk,Vallès Occidental,40079.0,Barcelona,Catalunya
L'Eriçó Punxegut,96,Tarragona,4LRYt6aOUcZOmBIDfTevos,Tarragonès,136496.0,Tarragona,Catalunya
Joan Blau,96,Balaguer,3GtPHQSOOKh7WyebtF5M3J,Noguera,17472.0,Lleida,Catalunya
Rabadàb,71,Lleida,4OAOH2Cp5uRRfFli39wzwJ,Segrià,140403.0,Lleida,Catalunya
Fèlix Estop,69,Castelló de la Plana,4M76XHJkz3bRXVSalkcBAo,Plana Alta,171728.0,Castelló,Comunitat Valenciana
Cor infantil Verge de Montserrat,69,-,0poYEehVLAwwTKutgyyQgD,,,,
Cor Vivaldi,42,Barcelona,1sOsAnAZoNPyzuSoYnb9PW,Barcelonès,1664182.0,Barcelona,Catalunya
D'estranquis,40,Girona,3ECJesvw4XGnp2u4pMBVo9,Gironès,103369.0,Girona,Catalunya
Parxís,24,Barcelona,7i0eZz30UJP5FsJrrhWmJP,Barcelonès,1664182.0,Barcelona,Catalunya
Confinaps,22,Castellterçol,2IsJfJuO08fnR45ZSksZzd,Moianès,2548.0,Barcelona,Catalunya
Marremango,22,Sant Sadurní d'Anoia,14nwObgjrtRr90s2lRmGWD,Alt Penedès,12841.0,Barcelona,Catalunya
Marc Xalabarder,17,Caldes de Montbui,70jZxbSWhAI0vCJfH3THLl,Vallès Oriental,17812.0,Barcelona,Catalunya
Els Vailets,16,-,4yOw6tDckbjxoni4DoqIpq,,,,
